000088,ÚLTIMAS NOTICIAS,https://qhubomedellin.com/categoria/ultimas-noticias/
000089,FANÁTICOS,https://qhubomedellin.com/categoria/fanaticos/
000090,MUNDO LABORAL,https://qhubomedellin.com/categoria/mundo-laboral/
000091,CUIDE SU BILLETE,https://qhubomedellin.com/categoria/cuide-su-billete/
000092,ENTRETENIMIENTO,https://qhubomedellin.com/categoria/entretenimiento/
000093,SERVICIOS SOCIALES,https://qhubomedellin.com/categoria/servicios-sociales/
000094,SOLIDARIDAD Q'HUBO,https://qhubomedellin.com/categoria/solidaridad-qhubo/
000095,MI GENTE,https://qhubomedellin.com/categoria/mi-gente/
000096,DESDE LAS MARCAS,https://qhubomedellin.com/categoria/contenido-comercial/
000097,REGIONES,https://www.diarioadn.co/seccion/regiones
000098,ACTUALIDAD,https://www.diarioadn.co/seccion/actualidad
000099,CULTURA,https://www.diarioadn.co/seccion/cultura
000100,VIDA,https://www.diarioadn.co/seccion/vida
000101,DEPORTES,https://www.diarioadn.co/seccion/deportes
000102,ESTADOS UNIDOS,https://www.semana.com/noticias-estados-unidos/
000103,NACIÓN,https://www.semana.com/nacion/
000104,OPINIÓN,https://www.semana.com/opinion/
000105,VIDA MODERNA,https://www.semana.com/vida-moderna/
000106,GENTE,https://www.semana.com/gente/
000107,ESPECIALES,https://www.semana.com/especiales/
000108,GALERÍAS,https://www.semana.com/fotos/
000109,COCINA,https://www.semana.com/cocina/
000110,ECONOMÍA,https://www.semana.com/economia/
000111,ARCADIA,https://www.semana.com/cultura/
000112,4 PATAS,https://www.semana.com/4patas/
000113,SOSTENIBLE,https://www.semana.com/sostenible/
000114,FINANZAS PERSONALES,https://www.semana.com/finanzas/
000115,FOROS SEMANA,https://www.semana.com/foros-semana/
000116,SEMANA RURAL,https://www.semana.com/semanarural/
000117,MEDELLÍN,https://www.elcolombiano.com/medellin
000118,COLOMBIA,https://www.elcolombiano.com/colombia
000119,ECONOMÍA,https://www.elcolombiano.com/negocios
000120,DEPORTES,https://www.elcolombiano.com/deportes
000121,OPINIÓN,https://www.elcolombiano.com/opinion
000122,ANTIOQUIA,https://www.elcolombiano.com/antioquia
000123,MUNDO,https://www.elcolombiano.com/internacional
000124,CULTURA,https://www.elcolombiano.com/cultura
000125,TENDENCIAS,https://www.elcolombiano.com/tendencias
000126,TECNOLOGÍA,https://www.elcolombiano.com/tecnologia
000127,ENTRETENIMIENTO,https://www.elcolombiano.com/entretenimiento
000128,ENTRETENIMIENTO,https://www.elpais.com.co/entretenimiento/
000129,JUDICIAL,https://www.elpais.com.co/judicial/
000130,ECONOMÍA,https://www.elpais.com.co/economia/
000131,VALLE,https://www.elpais.com.co/valle/
000132,COLOMBIA,https://www.elpais.com.co/colombia/
000133,MUNDO,https://www.elpais.com.co/mundo/
000134,POLÍTICA,https://www.elpais.com.co/politica/
000135,TECNOLOGÍA,https://www.elpais.com.co/tecnologia/
000136,CULTURA,https://www.elpais.com.co/cultura/
000137,SALUD,https://www.elpais.com.co/salud/
000138,EDUCACIÓN,https://www.elpais.com.co/educacion/
000139,MEDIO AMBIENTE,https://www.elpais.com.co/medio-ambiente/
000140,VEHÍCULOS,https://www.elpais.com.co/vehiculos/
000141,MULTIMEDIA,https://www.elpais.com.co/multimedia/
000142,INFORMACIÓN COMERCIAL,https://www.elpais.com.co/informacion-comercial/
000143,DEPORTES,https://www.elpais.com.co/deportes/
000144,CALI,https://www.elpais.com.co/cali/
000145,PODER,https://www.las2orillas.co/c/poder/
000146,AL MINUTO,https://www.las2orillas.co/c/al-minuto/
000147,ACTUALIDAD,https://www.las2orillas.co/c/actualidad/
000148,EN CALIENTE,https://www.las2orillas.co/c/encaliente/
000149,OPINIÓN,https://www.las2orillas.co/c/opinion/
000150,NOTA CIUDADANA,https://www.las2orillas.co/c/notaciudadana/
000151,CONVERSACIONES,https://www.las2orillas.co/conversacionesl2o/
000152,NACIÓN,https://www.pulzo.com/nacion
000153,TECNOLOGÍA,https://www.pulzo.com/tecnologia
000154,VIVIR BIEN,https://www.pulzo.com/vivir-bien
000155,CARROS,https://www.pulzo.com/carros
000156,ÚLTIMAS NOTICIAS,https://www.pulzo.com/ultimas-noticias
000157,VIRALES,https://www.pulzo.com/virales
000158,OPINIÓN,https://www.pulzo.com/opinion
000159,MUNDO,https://www.pulzo.com/mundo
000160,ENTRETENIMIENTO,https://www.pulzo.com/entretenimiento
000161,DEPORTES,https://www.pulzo.com/deportes
000162,ECONOMÍA,https://www.pulzo.com/economia
000163,RECETAS,https://www.pulzo.com/recetas
000164,INTERNACIONAL,https://www.portafolio.co/internacional
000165,FINANZAS,https://www.portafolio.co/mis-finanzas
000166,ECONOMÍA,https://www.portafolio.co/economia
000167,INNOVACIÓN,https://www.portafolio.co/innovacion
000168,OPINIÓN,https://www.portafolio.co/opinion
000169,NEGOCIOS,https://www.portafolio.co/negocios
000170,INDICADORES Y MERCADO,https://www.portafolio.co/indicadores-economicos
000171,TENDENCIAS,https://www.portafolio.co/tendencias
000172,ALTA GERENCIA,https://www.larepublica.co/alta-gerencia
000173,ANÁLISIS,https://www.larepublica.co/analisis
000174,CAJA FUERTE,https://www.larepublica.co/caja-fuerte
000175,COMUNIDAD EMPRESARIAL,https://www.larepublica.co/comunidad-empresarial
000176,CONSUMO,https://www.larepublica.co/consumo
000177,ECONOMÍA,https://www.larepublica.co/economia
000178,EMPRESAS,https://www.larepublica.co/empresas
000179,ESPECIALES,https://www.larepublica.co/especiales
000180,EVENTOS,https://www.larepublica.co/foros
000181,FINANZAS,https://www.larepublica.co/finanzas
000182,FINANZAS PERSONALES,https://www.larepublica.co/finanzas-personales
000183,GLOBOECONOMÍA,https://www.larepublica.co/globoeconomia
000184,INDICADORES,https://www.larepublica.co/indicadores-economicos
000185,INFRAESTRUCTURA,https://www.larepublica.co/infraestructura
000186,INTERNET ECONOMY,https://www.larepublica.co/internet-economy
000187,OBITUARIOS,https://www.larepublica.co/obituarios
000188,OCIO,https://www.larepublica.co/ocio
000189,RESPONSABILIDAD SOCIAL,https://www.larepublica.co/responsabilidad-social
000190,SALUD EJECUTIVA,https://www.larepublica.co/salud-ejecutiva
000191,SOCIALES,https://www.larepublica.co/sociales
000192,VIDEOS,https://www.larepublica.co/videos
000193,LOCALES,https://www.elheraldo.co/local
000194,REGIÓN,https://www.elheraldo.co/region
000195,JUDICIAL,https://www.elheraldo.co/judicial
000196,ECONOMÍA,https://www.elheraldo.co/economia
000197,CULTURA,https://www.elheraldo.co/cultura
000198,MEDIO AMBIENTE,https://www.elheraldo.co/medio-ambiente
000199,DEPORTES,https://www.elheraldo.co/deportes
000200,OPINIÓN,https://www.elheraldo.co/opinion
000201,EDUCACIÓN,https://www.elheraldo.co/educacion
000202,SALUD,https://www.elheraldo.co/salud
000203,CORONAVIRUS,https://www.elheraldo.co/coronavirus
000204,MUJER E IGUALDAD,https://www.elheraldo.co/mujer
000205,CIENCIA,https://www.elheraldo.co/ciencias
000206,TECNOLOGÍA,https://www.elheraldo.co/tecnologia
000207,TURISMO,https://www.elheraldo.co/turismo
000208,MASCOTAS,https://www.elheraldo.co/mascotas
000209,FAMILIA,https://www.elheraldo.co/familia
000210,LGBTI,https://www.elheraldo.co/LGBT
000211,MIGRACIÓN,https://www.elheraldo.co/migracion
000212,CÚCUTA,https://www.laopinion.com.co/cucuta
000213,REGIÓN,https://www.laopinion.com.co/region
000214,FRONTERA,https://www.laopinion.com.co/frontera
000215,DEPORTES,https://www.laopinion.com.co/deportes
000216,ECONOMÍA,https://www.laopinion.com.co/economia
000217,VIDA,https://www.laopinion.com.co/vida-y-salud
000218,OPINIÓN,https://www.laopinion.com.co/opinion
000219,ACTUALIDAD,https://www.laopinion.com.co/actualidad
000220,JUDICIAL,https://www.laopinion.com.co/judicial
000221,LA Ó,https://www.laopinion.com.co/la-o
000222,TECNOLOGÍA,https://www.laopinion.com.co/tecnologia
000223,IBAGUÉ,https://www.elnuevodia.com.co/nuevodia/ibague
000224,TOLIMA,https://www.elnuevodia.com.co/nuevodia/tolima
000225,JUDICIAL,https://www.elnuevodia.com.co/nuevodia/judicial
000226,COLOMBIA,https://www.elnuevodia.com.co/nuevodia/colombia
000227,POLÍTICA,https://www.elnuevodia.com.co/nuevodia/politica
000228,ECONÓMICA,https://www.elnuevodia.com.co/nuevodia/economica
000229,DEPORTES,https://www.elnuevodia.com.co/nuevodia/deportes
000230,OPINIÓN,https://www.elnuevodia.com.co/nuevodia/opinion
000231,ACTUALIDAD,https://www.elnuevodia.com.co/nuevodia/actualidad
000232,ZONA GEEK,https://www.elnuevodia.com.co/nuevodia/zona-geek
000233,MUNDO,https://www.elnuevodia.com.co/nuevodia/mundo
000234,SALUD,https://www.elnuevodia.com.co/nuevodia/salud-1
000235,ESPECIALES,https://www.elnuevodia.com.co/nuevodia/especiales
000236,GENERALES,https://www.elnuevodia.com.co/nuevodia/otros/generales
000237,CRÓNICAS,https://www.elnuevodia.com.co/nuevodia/otros/cronicas
000238,ECOLÓGICA,https://www.elnuevodia.com.co/nuevodia/otros/ecologica
000239,EDUCACIÓN,https://www.elnuevodia.com.co/nuevodia/otros/educacion
000240,JÓVENES,https://www.elnuevodia.com.co/nuevodia/otros/jovenes
000241,SÉPTIMO DÍA,https://www.elnuevodia.com.co/nuevodia/otros/septimo-dia
000242,TECNOLOGÍA,https://www.elnuevodia.com.co/nuevodia/otros/tecnologia
000243,INFORMACIÓN COMERCIAL,https://www.elnuevodia.com.co/nuevodia/otros/contenido-patrocinado
000244,ENTRE CALLES DE IBAGUÉ,https://www.elnuevodia.com.co/nuevodia/otros/entre-calles-de-ibague
000245,LOCAL,https://diariodelcauca.com.co/category/local/
000246,POLÍTICA,https://diariodelcauca.com.co/category/politica/
000247,JUDICIAL,https://diariodelcauca.com.co/category/judicial/
000248,DEPORTES,https://diariodelcauca.com.co/category/deportes/
000249,ECONOMÍA,https://diariodelcauca.com.co/category/economia/
000250,OPINIÓN,https://diariodelcauca.com.co/category/opinion/
000251,VIDA MODERNA,https://diariodelcauca.com.co/category/vida-moderna/
000252,NACIONAL,https://diariodelcauca.com.co/category/nacional/
000253,EDITORIAL,https://diariodelcauca.com.co/category/editorial/
000254,CIENCIA Y TECNOLOGÍA,https://diariodelcauca.com.co/category/ciencia-y-tecnologia/
000255,ESPECTÁCULO,https://diariodelcauca.com.co/category/espectaculo/
000256,HORÓSCOPO,https://diariodelcauca.com.co/category/horoscopo/
000257,INTERNACIONAL,https://diariodelcauca.com.co/category/internacional/
000258,MEDIO AMBIENTE,https://diariodelcauca.com.co/category/medio-ambiente/
000259,PARANORMAL,https://diariodelcauca.com.co/category/paranormal/
000260,SALUD,https://diariodelcauca.com.co/category/salud/
000261,TURISMO,https://diariodelcauca.com.co/category/turismo/
000262,VIDEOJUEGOS,https://diariodelcauca.com.co/category/video-juegos/
000263,FÚTBOL,https://elperiodicodeportivo.com.co/category/futbol/
000264,CICLISMO,https://elperiodicodeportivo.com.co/category/ciclismo/
000265,BALONCESTO,https://elperiodicodeportivo.com.co/category/baloncesto/
000266,BEISBOL,https://elperiodicodeportivo.com.co/category/beisbol/
000267,BOXEO,https://elperiodicodeportivo.com.co/category/boxeo/
000268,TENIS,https://elperiodicodeportivo.com.co/category/tenis/
000269,PATINAJE,https://elperiodicodeportivo.com.co/category/patinaje/
000270,OTROS DEPORTES,https://elperiodicodeportivo.com.co/category/otros-deportes/
000271,AUTOMOVILISMO,https://elperiodicodeportivo.com.co/category/automovilismo/
000272,ÚLTIMAS NOTICIAS,https://www.proclamadelcauca.com/tema/noticias-proclama-del-cauca/
000273,MUNICIPIOS DEL CAUCA,https://www.proclamadelcauca.com/tema/noticias-proclama-del-cauca/municipios/
000274,MUNICIPIOS DEL VALLE,https://www.proclamadelcauca.com/tema/noticias-proclama-del-cauca/valle-del-cauca/
000275,OPINIÓN,https://www.proclamadelcauca.com/opinion-columnistas/
000276,SOCIALES,https://www.proclamadelcauca.com/tema/noticias-proclama-del-cauca/sociales/
000277,POLÍTICA,https://www.proclamadelcauca.com/tema/noticias-proclama-del-cauca/politica/
000278,ESPECIALES,https://www.proclamadelcauca.com/tema/noticias-proclama-del-cauca/especiales/
000279,EDICTOS-CLASIFICADOS,https://www.proclamadelcauca.com/tema/noticias-proclama-del-cauca/publicidad-clasificados-comerciales/
000280,FÚTBOL COLOMBIANO,https://eldeportivo.com.co/futbol-colombiano/
000281,COLOMBIANOS EN EL EXTERIOR,https://eldeportivo.com.co/colombianos-en-el-exterior/
000282,FÚTBOL INTERNACIONAL,https://eldeportivo.com.co/futbol-internacional/
000283,SELECCIÓN COLOMBIA,https://eldeportivo.com.co/seleccion-colombia/
000284,MÁS DEPORTES,https://eldeportivo.com.co/mas-deportes/
000285,MEDELLÍN AQUÍ TODO FLORECE,https://www.minuto30.com/noticias-de-medellin-aqui-todo-florece/
000286,MEDELLÍN,https://www.minuto30.com/medellin/
000287,BOGOTÁ,https://www.minuto30.com/bogota/
000288,ANTIOQUIA,https://www.minuto30.com/antioquia/
000289,CALI,https://www.minuto30.com/noticias-de-cali/
000290,COLOMBIA,https://www.minuto30.com/colombia/
000291,POLÍTICA,https://www.minuto30.com/politica/
000292,DEPORTE,https://www.minuto30.com/deportes/
000293,ECONOMÍA,https://www.minuto30.com/economia/
000294,LIGA BETPLAY,https://www.minuto30.com/liga-betplay/
000295,ATLÉTICO NACIONAL,https://www.minuto30.com/atletico-nacional/
000296,ENTRETENIMIENTO,https://www.minuto30.com/entretenimiento/
000297,FARÁNDULA,https://www.minuto30.com/farandula/
000298,ANTIOQUIA,http://www.elpalpitar.com/category/antioquia/
000299,SEGURIDAD,http://www.elpalpitar.com/category/seguridad/
000300,NACIÓN,http://www.elpalpitar.com/category/nacion/
000301,JUSTICIA,http://www.elpalpitar.com/category/justicia/
000302,PAZ,http://www.elpalpitar.com/category/paz/
000303,POLÍTICA,http://www.elpalpitar.com/category/politica/
000304,SALUD,http://www.elpalpitar.com/category/salud/
000305,DERECHOS HUMANOS,http://www.elpalpitar.com/category/derechos-humanos/
000306,CULTURA,http://www.elpalpitar.com/category/cultura/
000307,TECNOLOGÍA,http://www.elpalpitar.com/category/tecnologia/
000308,DEPORTES,http://www.elpalpitar.com/category/deportes/
000309,MUNDO,http://www.elpalpitar.com/category/mundo/
000310,CONECTÉMONOS,http://www.elpalpitar.com/category/conectemonos/
000311,OPINIÓN,http://www.elpalpitar.com/category/opinion/
000312,MEDIO AMBIENTE,http://www.elpalpitar.com/category/medio-ambiente/
000313,ECONOMÍA,http://www.elpalpitar.com/category/economia/
000314,POLÍTICA,https://www.elpaisvallenato.com/category/politica/
000315,JUDICIAL,https://www.elpaisvallenato.com/category/judicial/
000316,GENERAL,https://www.elpaisvallenato.com/category/general/
000317,LOCAL,https://www.elpaisvallenato.com/category/local/
000318,ECONOMÍA,https://www.elpaisvallenato.com/category/economia/
000319,NACIONAL,https://www.elpaisvallenato.com/category/nacional/
000320,ACTUALIDAD,https://www.elpaisvallenato.com/category/actualidad/
000321,ENTRETENIMIENTO,https://www.elpaisvallenato.com/category/entretenimiento/
000322,INTERNACIONAL,https://www.elpaisvallenato.com/category/internacional/
000323,SALUD,https://www.elpaisvallenato.com/category/salud/
000324,TECNOLOGÍA,https://www.elpaisvallenato.com/category/tecnologia/
000325,CRÓNICAS,https://www.elpaisvallenato.com/category/cronicas/
000326,CULTURA,https://www.elpaisvallenato.com/category/cultura/
000327,FOLCLOR,https://www.elpaisvallenato.com/category/folclor/
000328,GASTRONOMÍA,https://www.elpaisvallenato.com/category/gastronomia/
000329,HISTORIAS,https://www.elpaisvallenato.com/category/historias/
000330,MEDIO AMBIENTE,https://www.elpaisvallenato.com/category/medio-ambiente/
000331,MODA Y BELLEZA,https://www.elpaisvallenato.com/category/belleza/
000332,REFLEXIONES,https://www.elpaisvallenato.com/category/reflexiones/
000333,VARIEDADES,https://www.elpaisvallenato.com/category/variedades/
000334,DEPORTES,https://www.elpaisvallenato.com/category/deportes/
000335,OPINIÓN,https://www.elpaisvallenato.com/category/opinion/
000336,LA PAZ ES NOTICIA,https://www.midiario.co/category/la-paz-es-noticia/
000337,POLÍTICA,https://www.midiario.co/category/politica/
000338,NACIONALES,https://www.midiario.co/category/nacionales/
000339,JUDICIALES,https://www.midiario.co/category/judiciales/
000340,ECONÓMICAS,https://www.midiario.co/category/econimicas/
000341,DEPORTES,https://www.midiario.co/category/deportes/
000342,FARÁNDULA,https://www.midiario.co/category/farandula/
000343,OPINIÓN,https://www.midiario.co/category/opinion/
000344,CÓRDOBA,https://larazon.co/seccion-cordoba/
000345,MONTERÍA,https://larazon.co/seccion-monteria/
000346,JUDICIALES,https://larazon.co/judiciales/
000347,DEPORTES,https://larazon.co/seccion-deportes/
000348,PAÍS,https://larazon.co/seccion-pais/
000349,TENDENCIAS,https://larazon.co/tendencias/
000350,INTERNACIONAL,https://larazon.co/mundo/
000351,CÓRDOBA,https://elmeridiano.co/cordoba/
000352,SUCRE,https://elmeridiano.co/sucre/
000353,COLOMBIA,https://elmeridiano.co/colombia/
000354,MUNDO,https://elmeridiano.co/mundo/
000355,OPINIÓN,https://elmeridiano.co/opinion/
000356,DEPORTES,https://elmeridiano.co/deportes/
000357,VIDA HOY,https://elmeridiano.co/vida/
000358,AGRO Y ECONOMÍA,https://elmeridiano.co/agro-y-economia/
000359,CASO CHOCHÓ,https://elmeridiano.co/caso-chocho/
000360,PUENTES Y SUS HISTORIAS,https://elmeridiano.co/category/puentes-y-sus-historias/
000361,JUDICIAL,https://elpilon.com.co/Noticias/judicial/
000362,OPINIÓN,https://elpilon.com.co/Noticias/opinion/
000363,EMPLEO,https://elpilon.com.co/Noticias/valledupar/economicas/empleos-valledupar-colombia/
000364,TENDENCIAS,https://elpilon.com.co/Noticias/entretenimiento/tendencias-2/
000365,VALLENATO,https://elpilon.com.co/Noticias/el-vallenato/
000366,GENERAL,https://elpilon.com.co/Noticias/valledupar/general/
000367,DEPORTE,https://elpilon.com.co/Noticias/deportes/
000368,CARTAGENA,https://www.eluniversal.com.co/cartagena
000369,REGIONAL,https://www.eluniversal.com.co/regional
000370,COLOMBIA,https://www.eluniversal.com.co/colombia
000371,POLÍTICA,https://www.eluniversal.com.co/politica
000372,OPINIÓN,https://www.eluniversal.com.co/opinion
000373,SUCESOS,https://www.eluniversal.com.co/sucesos
000374,DEPORTES,https://www.eluniversal.com.co/deportes
000375,ECONÓMICA,https://www.eluniversal.com.co/economica
000376,FARÁNDULA,https://www.eluniversal.com.co/farandula
000377,MUNDO,https://www.eluniversal.com.co/mundo
000378,AUTOS,https://www.eluniversal.com.co/autos
000379,AMBIENTE,https://www.eluniversal.com.co/ambiente
000380,CIENCIA,https://www.eluniversal.com.co/ciencia
000381,CULTURAL,https://www.eluniversal.com.co/cultural
000382,EDUCACIÓN,https://www.eluniversal.com.co/educacion
000383,GASTRONOMÍA,https://www.eluniversal.com.co/gastronomia
000384,MULTIMEDIA,https://www.eluniversal.com.co/multimedia
